Date,Day,Week,Quarter,Month,Year,Media Buyer,Vertical,Source,Revenue,Net Profit,Margin,Incoming,Connected,Converted,No Connect,ACL Sec
2025-08-01,Friday   ,31,3,August   ,2025,Leadsvip,MEDICARE ENGLISH,NULL,241.78,40.77,0.169,36,30,16,6,443
2025-08-01,Friday   ,31,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,6035.12,733.49,0.122,1031,840,477,191,558
2025-08-01,Friday   ,31,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,1648.40,274.82,0.167,221,186,87,35,440
2025-08-01,Friday   ,31,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,221.12,35.30,0.160,16,15,9,1,921
2025-08-01,Friday   ,31,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,294.13,77.01,0.262,31,25,18,6,581
2025-08-01,Friday   ,31,3,August   ,2025,Momentum,AUTO ENGLISH,NULL,18.41,4.58,0.249,6,5,1,1,235
2025-08-01,Friday   ,31,3,August   ,2025,Monarch Media,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,2,0,0,2,5
2025-08-01,Friday   ,31,3,August   ,2025,Offerstrategy,MEDICARE ENGLISH,NULL,30.00,5.19,0.173,3,3,1,0,954
2025-08-01,Friday   ,31,3,August   ,2025,Optimize,FINAL EXPENSE ENGLISH,NULL,331.38,61.28,0.185,47,30,9,17,158
2025-08-01,Friday   ,31,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,facebook,799.46,135.08,0.169,107,78,36,29,364
2025-08-01,Friday   ,31,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,youtube,393.82,69.10,0.175,41,38,15,3,382
2025-08-01,Friday   ,31,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,NULL,26.65,4.42,0.166,4,3,1,1,361
2025-08-01,Friday   ,31,3,August   ,2025,Pear Media,FINAL EXPENSE ENGLISH,NULL,46.80,13.90,0.297,1,1,1,0,201
2025-08-01,Friday   ,31,3,August   ,2025,Scalability,MEDICARE ENGLISH,youtube,155.59,20.61,0.132,13,11,6,2,736
2025-08-01,Friday   ,31,3,August   ,2025,Scalability,MEDICARE ENGLISH,NULL,7174.44,979.84,0.137,528,457,271,71,810
2025-08-01,Friday   ,31,3,August   ,2025,Standard Conversions,FINAL EXPENSE ENGLISH,NULL,123.80,22.56,0.182,14,12,3,2,237
2025-08-01,Friday   ,31,3,August   ,2025,True Marketer,MEDICARE ENGLISH,NULL,17.41,3.83,0.220,3,2,1,1,267
2025-08-01,Friday   ,31,3,August   ,2025,TTS Venture,MEDICARE ENGLISH,NULL,497.44,76.77,0.154,83,58,20,25,338
2025-08-01,Friday   ,31,3,August   ,2025,Unik,ACA ENGLISH,NULL,64.00,11.65,0.182,6,5,4,1,291
2025-08-01,Friday   ,31,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,2312.48,379.41,0.164,317,248,94,69,421
2025-08-01,Friday   ,31,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,297.65,67.25,0.226,37,35,13,2,293
2025-08-01,Friday   ,31,3,August   ,2025,Unik,MEDICARE SPANISH,NULL,0.00,-0.46,NULL,14,11,0,3,12
2025-08-01,Friday   ,31,3,August   ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,370.68,99.20,0.268,32,31,10,1,611
2025-08-01,Friday   ,31,3,August   ,2025,Yasser,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,0,0,1,11
2025-08-01,Friday   ,31,3,August   ,2025,Yasser,FINAL EXPENSE ENGLISH,NULL,28.00,7.39,0.264,2,2,1,0,828
2025-08-02,Saturday ,31,3,August   ,2025,Leadsvip,MEDICARE ENGLISH,NULL,0.00,-0.35,NULL,2,0,0,2,269
2025-08-02,Saturday ,31,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,0.00,-13.06,NULL,90,41,7,49,226
2025-08-03,Sunday   ,31,3,August   ,2025,Matt Watt,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,0,0,1,6
2025-08-03,Sunday   ,31,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,0.00,-3.99,NULL,33,17,2,16,186
2025-08-04,Monday   ,32,3,August   ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,292.54,43.87,0.150,28,25,9,3,511
2025-08-04,Monday   ,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,742.50,199.78,0.269,156,90,49,66,221
2025-08-04,Monday   ,32,3,August   ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,99.90,16.17,0.162,17,13,3,4,352
2025-08-04,Monday   ,32,3,August   ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,117.42,12.00,0.102,82,28,7,54,159
2025-08-04,Monday   ,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,facebook,867.67,121.92,0.141,83,73,35,10,677
2025-08-04,Monday   ,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,NULL,355.39,49.26,0.139,65,51,20,14,454
2025-08-04,Monday   ,32,3,August   ,2025,DigiPeak,MEDICARE ENGLISH,NULL,252.27,44.40,0.176,62,58,10,4,123
2025-08-04,Monday   ,32,3,August   ,2025,DigiPeak,MEDICARE SPANISH,NULL,99.24,50.71,0.511,7,6,4,1,953
2025-08-04,Monday   ,32,3,August   ,2025,HAF,ACA ENGLISH,NULL,214.25,39.74,0.185,31,25,12,6,137
2025-08-04,Monday   ,32,3,August   ,2025,HAF,FINAL EXPENSE ENGLISH,NULL,0.00,-0.07,NULL,2,0,0,2,11
2025-08-04,Monday   ,32,3,August   ,2025,HAF,FINAL EXPENSE ENGLISH,NULL,63.20,13.68,0.216,10,7,3,3,879
2025-08-04,Monday   ,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,494.11,87.56,0.177,60,49,25,11,576
2025-08-04,Monday   ,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,70.56,17.00,0.241,19,15,5,4,340
2025-08-04,Monday   ,32,3,August   ,2025,Idea Clan,ACA ENGLISH,NULL,137.00,38.48,0.281,10,9,8,1,412
2025-08-04,Monday   ,32,3,August   ,2025,Idea Clan,MEDICARE ENGLISH,NULL,216.89,33.16,0.153,20,19,9,1,843
2025-08-04,Monday   ,32,3,August   ,2025,Idea Clan,MEDICARE ENGLISH,NULL,109.01,30.71,0.282,24,19,9,5,104
2025-08-04,Monday   ,32,3,August   ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,623.53,111.65,0.179,58,50,19,8,358
2025-08-04,Monday   ,32,3,August   ,2025,Inulti,MEDICARE ENGLISH,NULL,8968.62,1488.09,0.166,1105,965,427,140,466
2025-08-04,Monday   ,32,3,August   ,2025,Leads Icon,MEDICARE ENGLISH,NULL,0.00,-0.11,NULL,5,1,0,4,6
2025-08-04,Monday   ,32,3,August   ,2025,Leadsvip,MEDICARE ENGLISH,NULL,563.25,80.38,0.143,75,63,26,12,706
2025-08-04,Monday   ,32,3,August   ,2025,Leadsvip,MEDICARE ENGLISH,NULL,57.04,9.49,0.166,17,15,4,2,210
2025-08-04,Monday   ,32,3,August   ,2025,Matt Watt,FINAL EXPENSE ENGLISH,NULL,0.00,-0.11,NULL,3,2,0,1,27
2025-08-04,Monday   ,32,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,2031.70,161.06,0.079,758,499,228,259,439
2025-08-04,Monday   ,32,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,1121.77,190.07,0.169,180,138,54,42,293
2025-08-04,Monday   ,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,321.66,47.78,0.149,22,21,12,1,1256
2025-08-04,Monday   ,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,339.14,90.34,0.266,30,26,20,4,615
2025-08-04,Monday   ,32,3,August   ,2025,Monarch Media,FINAL EXPENSE ENGLISH,NULL,0.00,0.00,NULL,1,0,0,1,0
2025-08-04,Monday   ,32,3,August   ,2025,Offerstrategy,MEDICARE ENGLISH,NULL,0.00,-0.11,NULL,2,2,0,0,39
2025-08-04,Monday   ,32,3,August   ,2025,Optimize,FINAL EXPENSE ENGLISH,NULL,474.71,80.65,0.170,68,56,16,12,329
2025-08-04,Monday   ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,facebook,396.47,63.09,0.159,64,49,17,15,406
2025-08-04,Monday   ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,youtube,187.02,31.17,0.167,20,19,9,1,503
2025-08-04,Monday   ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,NULL,31.20,5.75,0.184,2,1,1,1,377
2025-08-04,Monday   ,32,3,August   ,2025,Pear Media,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,1,0,0,32
2025-08-04,Monday   ,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,youtube,31.20,2.08,0.067,8,6,1,2,663
2025-08-04,Monday   ,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,NULL,4809.28,629.66,0.131,388,344,198,44,799
2025-08-04,Monday   ,32,3,August   ,2025,Standard Conversions,FINAL EXPENSE ENGLISH,NULL,356.29,63.10,0.177,32,25,13,7,405
2025-08-04,Monday   ,32,3,August   ,2025,True Marketer,MEDICARE ENGLISH,NULL,71.20,14.30,0.201,29,8,3,21,167
2025-08-04,Monday   ,32,3,August   ,2025,TTS Venture,MEDICARE ENGLISH,NULL,494.78,72.55,0.147,102,76,27,26,330
2025-08-04,Monday   ,32,3,August   ,2025,Unik,ACA ENGLISH,NULL,48.00,9.46,0.197,4,3,3,1,23
2025-08-04,Monday   ,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,2621.66,425.39,0.162,364,292,109,72,436
2025-08-04,Monday   ,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,314.02,73.30,0.233,45,41,11,4,158
2025-08-04,Monday   ,32,3,August   ,2025,Unik,MEDICARE SPANISH,NULL,201.75,68.06,0.337,21,11,8,10,200
2025-08-04,Monday   ,32,3,August   ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,241.73,71.22,0.295,19,19,7,0,87
2025-08-05,Tuesday  ,32,3,August   ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,282.88,47.14,0.167,32,30,10,2,169
2025-08-05,Tuesday  ,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,2764.21,584.34,0.211,322,247,118,75,537
2025-08-05,Tuesday  ,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,3081.48,843.60,0.274,404,306,151,98,309
2025-08-05,Tuesday  ,32,3,August   ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,84.00,16.21,0.193,8,7,3,1,94
2025-08-05,Tuesday  ,32,3,August   ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,179.19,7.33,0.041,115,47,9,68,333
2025-08-05,Tuesday  ,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,facebook,383.09,50.93,0.133,29,26,15,3,1042
2025-08-05,Tuesday  ,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,NULL,310.94,36.89,0.119,35,31,13,4,906
2025-08-05,Tuesday  ,32,3,August   ,2025,DigiPeak,MEDICARE ENGLISH,NULL,208.18,35.06,0.168,32,29,10,3,316
2025-08-05,Tuesday  ,32,3,August   ,2025,DigiPeak,MEDICARE SPANISH,NULL,27.00,7.30,0.270,9,9,1,0,115
2025-08-05,Tuesday  ,32,3,August   ,2025,HAF,ACA ENGLISH,NULL,143.86,26.47,0.184,20,17,9,3,160
2025-08-05,Tuesday  ,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,118.69,22.61,0.191,13,9,6,4,428
2025-08-05,Tuesday  ,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,17.00,3.77,0.222,3,3,1,0,705
2025-08-05,Tuesday  ,32,3,August   ,2025,Idea Clan,ACA ENGLISH,NULL,269.93,75.24,0.279,25,23,12,2,357
2025-08-05,Tuesday  ,32,3,August   ,2025,Idea Clan,MEDICARE ENGLISH,NULL,52.00,8.41,0.162,10,6,2,4,312
2025-08-05,Tuesday  ,32,3,August   ,2025,Idea Clan,MEDICARE ENGLISH,NULL,38.90,11.05,0.284,9,7,4,2,86
2025-08-05,Tuesday  ,32,3,August   ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,900.90,152.01,0.169,94,83,35,11,482
2025-08-05,Tuesday  ,32,3,August   ,2025,Inulti,MEDICARE ENGLISH,NULL,9264.10,1566.37,0.169,1107,815,432,292,481
2025-08-05,Tuesday  ,32,3,August   ,2025,Leadsvip,MEDICARE ENGLISH,NULL,323.57,54.95,0.170,34,25,14,9,461
2025-08-05,Tuesday  ,32,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,4938.74,671.13,0.136,659,407,207,252,537
2025-08-05,Tuesday  ,32,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,1478.96,254.66,0.172,199,172,74,27,319
2025-08-05,Tuesday  ,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,680.03,151.97,0.223,27,25,15,2,1183
2025-08-05,Tuesday  ,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,196.07,49.37,0.252,18,17,14,1,857
2025-08-05,Tuesday  ,32,3,August   ,2025,Monarch Media,FINAL EXPENSE ENGLISH,NULL,0.00,-0.11,NULL,2,2,0,0,51
2025-08-05,Tuesday  ,32,3,August   ,2025,Optimize,FINAL EXPENSE ENGLISH,NULL,601.15,102.52,0.171,69,47,20,22,415
2025-08-05,Tuesday  ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,facebook,1014.17,264.65,0.261,51,33,17,18,568
2025-08-05,Tuesday  ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,youtube,377.54,52.09,0.138,57,44,17,13,676
2025-08-05,Tuesday  ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,NULL,32.50,5.94,0.183,2,2,1,0,427
2025-08-05,Tuesday  ,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,youtube,119.97,15.53,0.129,10,10,5,0,799
2025-08-05,Tuesday  ,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,NULL,5573.20,729.71,0.131,401,354,217,47,900
2025-08-05,Tuesday  ,32,3,August   ,2025,Standard Conversions,FINAL EXPENSE ENGLISH,NULL,117.05,21.66,0.185,21,16,5,5,108
2025-08-05,Tuesday  ,32,3,August   ,2025,True Marketer,MEDICARE ENGLISH,NULL,33.76,5.57,0.165,41,8,2,33,80
2025-08-05,Tuesday  ,32,3,August   ,2025,TTS Venture,MEDICARE ENGLISH,NULL,457.47,67.49,0.148,53,40,23,13,598
2025-08-05,Tuesday  ,32,3,August   ,2025,Unik,ACA ENGLISH,NULL,32.00,5.84,0.183,2,2,2,0,433
2025-08-05,Tuesday  ,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,3518.37,558.32,0.159,539,349,147,190,433
2025-08-05,Tuesday  ,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,386.90,89.48,0.231,36,31,16,5,306
2025-08-05,Tuesday  ,32,3,August   ,2025,Unik,MEDICARE SPANISH,NULL,108.00,30.58,0.283,19,10,4,9,137
2025-08-05,Tuesday  ,32,3,August   ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,117.00,31.60,0.270,14,14,3,0,394
2025-08-06,Wednesday,32,3,August   ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,253.08,40.97,0.162,35,19,9,16,185
2025-08-06,Wednesday,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,6472.57,1118.00,0.173,767,543,291,224,519
2025-08-06,Wednesday,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,2513.97,588.63,0.234,319,253,122,66,330
2025-08-06,Wednesday,32,3,August   ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,121.60,21.49,0.177,30,14,4,16,127
2025-08-06,Wednesday,32,3,August   ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,49.31,-9.60,-0.195,116,40,6,76,238
2025-08-06,Wednesday,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,facebook,249.10,32.27,0.130,26,19,11,7,804
2025-08-06,Wednesday,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,NULL,204.96,25.80,0.126,37,25,10,12,480
2025-08-06,Wednesday,32,3,August   ,2025,DigiPeak,MEDICARE ENGLISH,NULL,231.47,41.29,0.178,31,27,9,4,240
2025-08-06,Wednesday,32,3,August   ,2025,DigiPeak,MEDICARE SPANISH,NULL,189.00,53.34,0.282,14,14,7,0,381
2025-08-06,Wednesday,32,3,August   ,2025,HAF,ACA ENGLISH,NULL,213.79,37.51,0.175,24,22,12,2,335
2025-08-06,Wednesday,32,3,August   ,2025,HAF,FINAL EXPENSE ENGLISH,NULL,37.00,9.53,0.257,1,1,1,0,2659
2025-08-06,Wednesday,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,839.65,145.87,0.174,103,71,47,32,616
2025-08-06,Wednesday,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,129.73,36.18,0.279,65,21,8,44,50
2025-08-06,Wednesday,32,3,August   ,2025,Idea Clan,ACA ENGLISH,NULL,331.25,95.24,0.288,28,26,16,2,223
2025-08-06,Wednesday,32,3,August   ,2025,Idea Clan,MEDICARE ENGLISH,NULL,31.20,5.37,0.172,4,4,1,0,339
2025-08-06,Wednesday,32,3,August   ,2025,Idea Clan,MEDICARE ENGLISH,NULL,47.19,12.44,0.264,4,4,3,0,710
2025-08-06,Wednesday,32,3,August   ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,225.20,38.39,0.170,57,33,9,24,162
2025-08-06,Wednesday,32,3,August   ,2025,Inulti,MEDICARE ENGLISH,NULL,8806.54,1400.56,0.159,1234,815,452,419,470
2025-08-06,Wednesday,32,3,August   ,2025,Leads Icon,MEDICARE ENGLISH,NULL,202.61,44.07,0.218,25,18,8,7,423
2025-08-06,Wednesday,32,3,August   ,2025,Leadsvip,MEDICARE ENGLISH,NULL,457.35,69.28,0.151,59,36,21,23,620
2025-08-06,Wednesday,32,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,4615.14,661.57,0.143,598,333,172,265,458
2025-08-06,Wednesday,32,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,664.86,100.07,0.151,73,59,30,14,735
2025-08-06,Wednesday,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,114.40,18.72,0.164,10,10,4,0,690
2025-08-06,Wednesday,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,140.92,39.34,0.279,20,18,10,2,605
2025-08-06,Wednesday,32,3,August   ,2025,Momentum,AUTO ENGLISH,NULL,45.64,12.01,0.263,9,4,2,5,264
2025-08-06,Wednesday,32,3,August   ,2025,Monarch Media,FINAL EXPENSE ENGLISH,NULL,451.60,154.52,0.342,48,44,14,4,289
2025-08-06,Wednesday,32,3,August   ,2025,Optimize,FINAL EXPENSE ENGLISH,NULL,895.41,153.67,0.172,90,68,27,22,455
2025-08-06,Wednesday,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,facebook,1311.22,197.98,0.151,185,113,59,72,565
2025-08-06,Wednesday,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,youtube,658.72,101.01,0.153,86,66,30,20,584
2025-08-06,Wednesday,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,NULL,0.00,-0.04,NULL,1,0,0,1,13
2025-08-06,Wednesday,32,3,August   ,2025,Pear Media,FINAL EXPENSE ENGLISH,NULL,0.00,-0.18,NULL,5,4,0,1,25
2025-08-06,Wednesday,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,youtube,204.62,25.16,0.123,21,14,9,7,754
2025-08-06,Wednesday,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,NULL,4743.85,624.80,0.132,444,325,186,119,671
2025-08-06,Wednesday,32,3,August   ,2025,Standard Conversions,FINAL EXPENSE ENGLISH,NULL,0.00,-0.42,NULL,8,5,0,3,54
2025-08-06,Wednesday,32,3,August   ,2025,True Marketer,MEDICARE ENGLISH,NULL,31.20,6.58,0.211,12,4,1,8,136
2025-08-06,Wednesday,32,3,August   ,2025,TTS Venture,MEDICARE ENGLISH,NULL,439.92,60.34,0.137,62,39,23,23,613
2025-08-06,Wednesday,32,3,August   ,2025,Unik,ACA ENGLISH,NULL,48.00,9.29,0.193,3,3,3,0,155
2025-08-06,Wednesday,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,10878.84,1750.62,0.161,1559,970,516,589,439
2025-08-06,Wednesday,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,415.99,93.44,0.225,48,40,20,8,341
2025-08-06,Wednesday,32,3,August   ,2025,Unik,MEDICARE SPANISH,NULL,63.48,16.80,0.265,5,5,3,0,732
2025-08-06,Wednesday,32,3,August   ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,343.00,97.06,0.283,55,49,9,6,149
2025-08-07,Thursday ,32,3,August   ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,19.20,2.90,0.151,10,4,1,6,52
2025-08-07,Thursday ,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,5207.68,799.08,0.153,617,482,229,135,525
2025-08-07,Thursday ,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,4047.36,788.08,0.195,524,426,201,98,300
2025-08-07,Thursday ,32,3,August   ,2025,AcquireIQ,MEDICARE SPANISH,NULL,34.80,8.07,0.232,10,4,2,6,79
2025-08-07,Thursday ,32,3,August   ,2025,AcquireIQ,MEDICARE SPANISH,NULL,721.01,132.93,0.184,68,58,29,10,458
2025-08-07,Thursday ,32,3,August   ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,0,0,1,11
2025-08-07,Thursday ,32,3,August   ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,1122.35,140.98,0.126,241,137,58,104,400
2025-08-07,Thursday ,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,facebook,839.28,124.09,0.148,98,70,36,28,442
2025-08-07,Thursday ,32,3,August   ,2025,Cubatica,MEDICARE ENGLISH,NULL,400.57,50.44,0.126,56,35,17,21,636
2025-08-07,Thursday ,32,3,August   ,2025,DigiPeak,MEDICARE ENGLISH,NULL,231.24,37.28,0.161,31,30,10,1,460
2025-08-07,Thursday ,32,3,August   ,2025,DigiPeak,MEDICARE SPANISH,NULL,118.40,26.42,0.223,10,10,5,0,122
2025-08-07,Thursday ,32,3,August   ,2025,HAF,ACA ENGLISH,NULL,32.00,5.91,0.185,13,10,2,3,28
2025-08-07,Thursday ,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,894.07,175.84,0.197,123,83,58,40,263
2025-08-07,Thursday ,32,3,August   ,2025,HAF,MEDICARE ENGLISH,NULL,67.81,16.70,0.246,34,8,4,26,172
2025-08-07,Thursday ,32,3,August   ,2025,Idea Clan,ACA ENGLISH,NULL,200.98,58.40,0.291,18,18,12,0,147
2025-08-07,Thursday ,32,3,August   ,2025,Idea Clan,MEDICARE ENGLISH,NULL,0.00,-0.07,NULL,2,0,0,2,2
2025-08-07,Thursday ,32,3,August   ,2025,Inulti,MEDICARE ENGLISH,NULL,5574.91,895.15,0.161,687,567,239,120,518
2025-08-07,Thursday ,32,3,August   ,2025,Leads Icon,MEDICARE ENGLISH,NULL,242.24,45.09,0.186,32,21,10,11,387
2025-08-07,Thursday ,32,3,August   ,2025,Leads Icon,MEDICARE ENGLISH,facebook,111.63,27.69,0.248,15,10,8,5,435
2025-08-07,Thursday ,32,3,August   ,2025,Leadsvip,MEDICARE ENGLISH,NULL,133.14,19.52,0.147,15,12,5,3,680
2025-08-07,Thursday ,32,3,August   ,2025,Matt Watt,MEDICARE ENGLISH,NULL,2566.95,430.63,0.168,382,201,100,181,464
2025-08-07,Thursday ,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,223.40,37.61,0.168,14,12,8,2,831
2025-08-07,Thursday ,32,3,August   ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,273.89,69.29,0.253,29,23,18,6,733
2025-08-07,Thursday ,32,3,August   ,2025,Momentum,AUTO ENGLISH,NULL,427.21,122.13,0.286,36,23,12,13,247
2025-08-07,Thursday ,32,3,August   ,2025,Monarch Media,FINAL EXPENSE ENGLISH,NULL,118.00,32.95,0.279,18,9,3,9,199
2025-08-07,Thursday ,32,3,August   ,2025,Monarch Media,FINAL EXPENSE ENGLISH,NULL,1109.11,315.08,0.284,99,92,37,7,270
2025-08-07,Thursday ,32,3,August   ,2025,Optimize,FINAL EXPENSE ENGLISH,NULL,844.41,146.59,0.174,107,79,26,28,328
2025-08-07,Thursday ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,facebook,767.91,127.82,0.166,76,57,28,19,546
2025-08-07,Thursday ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,youtube,624.80,96.51,0.154,67,58,26,9,701
2025-08-07,Thursday ,32,3,August   ,2025,Paragon Media,MEDICARE ENGLISH,NULL,0.00,-0.04,NULL,1,0,0,1,10
2025-08-07,Thursday ,32,3,August   ,2025,Pear Media,FINAL EXPENSE ENGLISH,NULL,45.05,12.46,0.277,16,15,2,1,75
2025-08-07,Thursday ,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,youtube,401.09,55.97,0.140,33,25,16,8,605
2025-08-07,Thursday ,32,3,August   ,2025,Scalability,MEDICARE ENGLISH,NULL,3562.01,473.56,0.133,293,237,148,56,743
2025-08-07,Thursday ,32,3,August   ,2025,Standard Conversions,FINAL EXPENSE ENGLISH,NULL,171.40,24.27,0.142,20,13,6,7,828
2025-08-07,Thursday ,32,3,August   ,2025,True Marketer,MEDICARE ENGLISH,NULL,11.90,-0.95,-0.079,30,6,1,24,202
2025-08-07,Thursday ,32,3,August   ,2025,TTS Venture,MEDICARE ENGLISH,NULL,73.66,13.09,0.178,7,4,3,3,199
2025-08-07,Thursday ,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,3495.44,571.27,0.163,444,366,142,78,465
2025-08-07,Thursday ,32,3,August   ,2025,Unik,MEDICARE ENGLISH,NULL,373.89,84.80,0.227,42,41,18,1,321
2025-08-07,Thursday ,32,3,August   ,2025,Unik,MEDICARE SPANISH,NULL,144.24,31.48,0.218,15,12,6,3,192
2025-08-07,Thursday ,32,3,August   ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,74.00,21.54,0.291,3,3,2,0,357
2025-08-08,Friday   ,32,3,August   ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,56.00,8.02,0.143,14,8,2,6,220
2025-08-08,Friday   ,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,9926.66,1488.54,0.150,1313,855,406,458,490
2025-08-08,Friday   ,32,3,August   ,2025,AcquireIQ,MEDICARE ENGLISH,NULL,1967.43,385.19,0.196,270,224,99,46,268
2025-08-08,Friday   ,32,3,August   ,2025,AcquireIQ,MEDICARE SPANISH,NULL,709.46,106.17,0.150,109,81,41,28,533
2025-08-08,Friday   ,32,3,August   ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,0.00,-0.07,NULL,4,2,0,2,16
2025-08-08,Friday   ,32,3,August   ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,1369.76,203.44,0.149,137,99,54,38,510
